GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AE7001
"G0100010","1920","Alabama","010","Autauga","0010","Autauga",23
"G0100030","1920","Alabama","010","Baldwin","0030","Baldwin",30
"G0100050","1920","Alabama","010","Barbour","0050","Barbour",17
"G0100070","1920","Alabama","010","Bibb","0070","Bibb",18
"G0100090","1920","Alabama","010","Blount","0090","Blount",25
"G0100110","1920","Alabama","010","Bullock","0110","Bullock",19
"G0100130","1920","Alabama","010","Butler","0130","Butler",20
"G0100150","1920","Alabama","010","Calhoun","0150","Calhoun",32
"G0100170","1920","Alabama","010","Chambers","0170","Chambers",36
"G0100190","1920","Alabama","010","Cherokee","0190","Cherokee",35
"G0100210","1920","Alabama","010","Chilton","0210","Chilton",22
"G0100230","1920","Alabama","010","Choctaw","0230","Choctaw",13
"G0100250","1920","Alabama","010","Clarke","0250","Clarke",15
"G0100270","1920","Alabama","010","Clay","0270","Clay",22
"G0100290","1920","Alabama","010","Cleburne","0290","Cleburne",16
"G0100310","1920","Alabama","010","Coffee","0310","Coffee",31
"G0100330","1920","Alabama","010","Colbert","0330","Colbert",42
"G0100350","1920","Alabama","010","Conecuh","0350","Conecuh",25
"G0100370","1920","Alabama","010","Coosa","0370","Coosa",16
"G0100390","1920","Alabama","010","Covington","0390","Covington",28
"G0100410","1920","Alabama","010","Crenshaw","0410","Crenshaw",23
"G0100430","1920","Alabama","010","Cullman","0430","Cullman",34
"G0100450","1920","Alabama","010","Dale","0450","Dale",24
"G0100470","1920","Alabama","010","Dallas","0470","Dallas",30
"G0100490","1920","Alabama","010","DeKalb","0490","Dekalb",32
"G0100510","1920","Alabama","010","Elmore","0510","Elmore",24
"G0100530","1920","Alabama","010","Escambia","0530","Escambia",28
"G0100550","1920","Alabama","010","Etowah","0550","Etowah",36
"G0100570","1920","Alabama","010","Fayette","0570","Fayette",12
"G0100590","1920","Alabama","010","Franklin","0590","Franklin",24
"G0100610","1920","Alabama","010","Geneva","0610","Geneva",43
"G0100630","1920","Alabama","010","Greene","0630","Greene",22
"G0100650","1920","Alabama","010","Hale","0650","Hale",34
"G0100670","1920","Alabama","010","Henry","0670","Henry",27
"G0100690","1920","Alabama","010","Houston","0690","Houston",38
"G0100710","1920","Alabama","010","Jackson","0710","Jackson",32
"G0100730","1920","Alabama","010","Jefferson","0730","Jefferson",60
"G0100750","1920","Alabama","010","Lamar","0750","Lamar",13
"G0100770","1920","Alabama","010","Lauderdale","0770","Lauderdale",38
"G0100790","1920","Alabama","010","Lawrence","0790","Lawrence",43
"G0100810","1920","Alabama","010","Lee","0810","Lee",25
"G0100830","1920","Alabama","010","Limestone","0830","Limestone",56
"G0100850","1920","Alabama","010","Lowndes","0850","Lowndes",21
"G0100870","1920","Alabama","010","Macon","0870","Macon",25
"G0100890","1920","Alabama","010","Madison","0890","Madison",65
"G0100910","1920","Alabama","010","Marengo","0910","Marengo",23
"G0100930","1920","Alabama","010","Marion","0930","Marion",17
"G0100950","1920","Alabama","010","Marshall","0950","Marshall",44
"G0100970","1920","Alabama","010","Mobile","0970","Mobile",55
"G0100990","1920","Alabama","010","Monroe","0990","Monroe",20
"G0101010","1920","Alabama","010","Montgomery","1010","Montgomery",42
"G0101030","1920","Alabama","010","Morgan","1030","Morgan",46
"G0101050","1920","Alabama","010","Perry","1050","Perry",26
"G0101070","1920","Alabama","010","Pickens","1070","Pickens",20
"G0101090","1920","Alabama","010","Pike","1090","Pike",29
"G0101110","1920","Alabama","010","Randolph","1110","Randolph",25
"G0101130","1920","Alabama","010","Russell","1130","Russell",17
"G0101150","1920","Alabama","010","St Clair","1150","St Clair",22
"G0101170","1920","Alabama","010","Shelby","1170","Shelby",24
"G0101190","1920","Alabama","010","Sumter","1190","Sumter",22
"G0101210","1920","Alabama","010","Talladega","1210","Talladega",29
"G0101230","1920","Alabama","010","Tallapoosa","1230","Tallapoosa",21
"G0101250","1920","Alabama","010","Tuscaloosa","1250","Tuscaloosa",20
"G0101270","1920","Alabama","010","Walker","1270","Walker",19
"G0101290","1920","Alabama","010","Washington","1290","Washington",16
"G0101310","1920","Alabama","010","Wilcox","1310","Wilcox",22
"G0101330","1920","Alabama","010","Winston","1330","Winston",14
"G0400010","1920","Arizona","040","Apache","0010","Apache",5
"G0400030","1920","Arizona","040","Cochise","0030","Cochise",9
"G0400050","1920","Arizona","040","Coconino","0050","Coconino",15
"G0400070","1920","Arizona","040","Gila","0070","Gila",39
"G0400090","1920","Arizona","040","Graham","0090","Graham",51
"G0400110","1920","Arizona","040","Greenlee","0110","Greenlee",119
"G0400130","1920","Arizona","040","Maricopa","0130","Maricopa",114
"G0400150","1920","Arizona","040","Mohave","0150","Mohave",26
"G0400170","1920","Arizona","040","Navajo","0170","Navajo",12
"G0400190","1920","Arizona","040","Pima","0190","Pima",17
"G0400210","1920","Arizona","040","Pinal","0210","Pinal",42
"G0400230","1920","Arizona","040","Santa Cruz","0230","Santa Cruz",14
"G0400250","1920","Arizona","040","Yavapai","0250","Yavapai",10
"G0400270","1920","Arizona","040","Yuma","0270","Yuma",247
"G0500010","1920","Arkansas","050","Arkansas","0010","Arkansas",66
"G0500030","1920","Arkansas","050","Ashley","0030","Ashley",37
"G0500050","1920","Arkansas","050","Baxter","0050","Baxter",18
"G0500070","1920","Arkansas","050","Benton","0070","Benton",53
"G0500090","1920","Arkansas","050","Boone","0090","Boone",30
"G0500110","1920","Arkansas","050","Bradley","0110","Bradley",23
"G0500130","1920","Arkansas","050","Calhoun","0130","Calhoun",23
"G0500150","1920","Arkansas","050","Carroll","0150","Carroll",28
"G0500170","1920","Arkansas","050","Chicot","0170","Chicot",75
"G0500190","1920","Arkansas","050","Clark","0190","Clark",31
"G0500210","1920","Arkansas","050","Clay","0210","Clay",67
"G0500230","1920","Arkansas","050","Cleburne","0230","Cleburne",19
"G0500250","1920","Arkansas","050","Cleveland","0250","Cleveland",23
"G0500270","1920","Arkansas","050","Columbia","0270","Columbia",34
"G0500290","1920","Arkansas","050","Conway","0290","Conway",36
"G0500310","1920","Arkansas","050","Craighead","0310","Craighead",74
"G0500330","1920","Arkansas","050","Crawford","0330","Crawford",48
"G0500350","1920","Arkansas","050","Crittenden","0350","Crittenden",152
"G0500370","1920","Arkansas","050","Cross","0370","Cross",62
"G0500390","1920","Arkansas","050","Dallas","0390","Dallas",24
"G0500410","1920","Arkansas","050","Desha","0410","Desha",74
"G0500430","1920","Arkansas","050","Drew","0430","Drew",33
"G0500450","1920","Arkansas","050","Faulkner","0450","Faulkner",33
"G0500470","1920","Arkansas","050","Franklin","0470","Franklin",35
"G0500490","1920","Arkansas","050","Fulton","0490","Fulton",17
"G0500510","1920","Arkansas","050","Garland","0510","Garland",23
"G0500530","1920","Arkansas","050","Grant","0530","Grant",24
"G0500550","1920","Arkansas","050","Greene","0550","Greene",55
"G0500570","1920","Arkansas","050","Hempstead","0570","Hempstead",50
"G0500590","1920","Arkansas","050","Hot Spring","0590","Hot Spring",23
"G0500610","1920","Arkansas","050","Howard","0610","Howard",32
"G0500630","1920","Arkansas","050","Independence","0630","Independence",31
"G0500650","1920","Arkansas","050","Izard","0650","Izard",14
"G0500670","1920","Arkansas","050","Jackson","0670","Jackson",58
"G0500690","1920","Arkansas","050","Jefferson","0690","Jefferson",85
"G0500710","1920","Arkansas","050","Johnson","0710","Johnson",37
"G0500730","1920","Arkansas","050","Lafayette","0730","Lafayette",42
"G0500750","1920","Arkansas","050","Lawrence","0750","Lawrence",47
"G0500770","1920","Arkansas","050","Lee","0770","Lee",83
"G0500790","1920","Arkansas","050","Lincoln","0790","Lincoln",48
"G0500810","1920","Arkansas","050","Little River","0810","Little River",46
"G0500830","1920","Arkansas","050","Logan","0830","Logan",38
"G0500850","1920","Arkansas","050","Lonoke","0850","Lonoke",70
"G0500870","1920","Arkansas","050","Madison","0870","Madison",17
"G0500890","1920","Arkansas","050","Marion","0890","Marion",21
"G0500910","1920","Arkansas","050","Miller","0910","Miller",42
"G0500930","1920","Arkansas","050","Mississippi","0930","Mississippi",145
"G0500950","1920","Arkansas","050","Monroe","0950","Monroe",64
"G0500970","1920","Arkansas","050","Montgomery","0970","Montgomery",19
"G0500990","1920","Arkansas","050","Nevada","0990","Nevada",33
"G0501010","1920","Arkansas","050","Newton","1010","Newton",13
"G0501030","1920","Arkansas","050","Ouachita","1030","Ouachita",23
"G0501050","1920","Arkansas","050","Perry","1050","Perry",28
"G0501070","1920","Arkansas","050","Phillips","1070","Phillips",90
"G0501090","1920","Arkansas","050","Pike","1090","Pike",31
"G0501110","1920","Arkansas","050","Poinsett","1110","Poinsett",80
"G0501130","1920","Arkansas","050","Polk","1130","Polk",23
"G0501150","1920","Arkansas","050","Pope","1150","Pope",42
"G0501170","1920","Arkansas","050","Prairie","1170","Prairie",47
"G0501190","1920","Arkansas","050","Pulaski","1190","Pulaski",66
"G0501210","1920","Arkansas","050","Randolph","1210","Randolph",35
"G0501230","1920","Arkansas","050","St Francis","1230","St Francis",81
"G0501250","1920","Arkansas","050","Saline","1250","Saline",25
"G0501270","1920","Arkansas","050","Scott","1270","Scott",25
"G0501290","1920","Arkansas","050","Searcy","1290","Searcy",16
"G0501310","1920","Arkansas","050","Sebastian","1310","Sebastian",53
"G0501330","1920","Arkansas","050","Sevier","1330","Sevier",33
"G0501350","1920","Arkansas","050","Sharp","1350","Sharp",15
"G0501370","1920","Arkansas","050","Stone","1370","Stone",19
"G0501390","1920","Arkansas","050","Union","1390","Union",22
"G0501410","1920","Arkansas","050","Van Buren","1410","Van Buren",16
"G0501430","1920","Arkansas","050","Washington","1430","Washington",50
"G0501450","1920","Arkansas","050","White","1450","White",33
"G0501470","1920","Arkansas","050","Woodruff","1470","Woodruff",74
"G0501490","1920","Arkansas","050","Yell","1490","Yell",42
"G0600010","1920","California","060","Alameda","0010","Alameda",142
"G0600030","1920","California","060","Alpine","0030","Alpine",47
"G0600050","1920","California","060","Amador","0050","Amador",20
"G0600070","1920","California","060","Butte","0070","Butte",102
"G0600090","1920","California","060","Calaveras","0090","Calaveras",19
"G0600110","1920","California","060","Colusa","0110","Colusa",84
"G0600130","1920","California","060","Contra Costa","0130","Contra Costa",114
"G0600150","1920","California","060","Del Norte","0150","Del Norte",66
"G0600170","1920","California","060","El Dorado","0170","El Dorado",27
"G0600190","1920","California","060","Fresno","0190","Fresno",212
"G0600210","1920","California","060","Glenn","0210","Glenn",74
"G0600230","1920","California","060","Humboldt","0230","Humboldt",46
"G0600250","1920","California","060","Imperial","0250","Imperial",167
"G0600270","1920","California","060","Inyo","0270","Inyo",85
"G0600290","1920","California","060","Kern","0290","Kern",44
"G0600310","1920","California","060","Kings","0310","Kings",119
"G0600330","1920","California","060","Lake","0330","Lake",47
"G0600350","1920","California","060","Lassen","0350","Lassen",21
"G0600370","1920","California","060","Los Angeles","0370","Los Angeles",425
"G0600390","1920","California","060","Madera","0390","Madera",65
"G0600410","1920","California","060","Marin","0410","Marin",54
"G0600430","1920","California","060","Mariposa","0430","Mariposa",17
"G0600450","1920","California","060","Mendocino","0450","Mendocino",28
"G0600470","1920","California","060","Merced","0470","Merced",78
"G0600490","1920","California","060","Modoc","0490","Modoc",28
"G0600510","1920","California","060","Mono","0510","Mono",47
"G0600530","1920","California","060","Monterey","0530","Monterey",48
"G0600550","1920","California","060","Napa","0550","Napa",89
"G0600570","1920","California","060","Nevada","0570","Nevada",21
"G0600590","1920","California","060","Orange","0590","Orange",517
"G0600610","1920","California","060","Placer","0610","Placer",87
"G0600630","1920","California","060","Plumas","0630","Plumas",33
"G0600650","1920","California","060","Riverside","0650","Riverside",131
"G0600670","1920","California","060","Sacramento","0670","Sacramento",144
"G0600690","1920","California","060","San Benito","0690","San Benito",54
"G0600710","1920","California","060","San Bernardino","0710","San Bernardino",224
"G0600730","1920","California","060","San Diego","0730","San Diego",62
"G0600750","1920","California","060","San Francisco","0750","San Francisco",1202
"G0600770","1920","California","060","San Joaquin","0770","San Joaquin",181
"G0600790","1920","California","060","San Luis Obispo","0790","San Luis Obispo",38
"G0600810","1920","California","060","San Mateo","0810","San Mateo",143
"G0600830","1920","California","060","Santa Barbara","0830","Santa Barbara",71
"G0600850","1920","California","060","Santa Clara","0850","Santa Clara",241
"G0600870","1920","California","060","Santa Cruz","0870","Santa Cruz",170
"G0600890","1920","California","060","Shasta","0890","Shasta",22
"G0600910","1920","California","060","Sierra","0910","Sierra",24
"G0600930","1920","California","060","Siskiyou","0930","Siskiyou",29
"G0600950","1920","California","060","Solano","0950","Solano",108
"G0600970","1920","California","060","Sonoma","0970","Sonoma",132
"G0600990","1920","California","060","Stanislaus","0990","Stanislaus",129
"G0601010","1920","California","060","Sutter","1010","Sutter",157
"G0601030","1920","California","060","Tehama","1030","Tehama",25
"G0601050","1920","California","060","Trinity","1050","Trinity",16
"G0601070","1920","California","060","Tulare","1070","Tulare",167
"G0601090","1920","California","060","Tuolumne","1090","Tuolumne",17
"G0601110","1920","California","060","Ventura","1110","Ventura",237
"G0601130","1920","California","060","Yolo","1130","Yolo",149
"G0601150","1920","California","060","Yuba","1150","Yuba",53
"G0800010","1920","Colorado","080","Adams","0010","Adams",60
"G0800030","1920","Colorado","080","Alamosa","0030","Alamosa",26
"G0800050","1920","Colorado","080","Arapahoe","0050","Arapahoe",50
"G0800070","1920","Colorado","080","Archuleta","0070","Archuleta",20
"G0800090","1920","Colorado","080","Baca","0090","Baca",12
"G0800110","1920","Colorado","080","Bent","0110","Bent",33
"G0800130","1920","Colorado","080","Boulder","0130","Boulder",106
"G0800150","1920","Colorado","080","Chaffee","0150","Chaffee",49
"G0800170","1920","Colorado","080","Cheyenne","0170","Cheyenne",31
"G0800190","1920","Colorado","080","Clear Creek","0190","Clear Creek",36
"G0800210","1920","Colorado","080","Conejos","0210","Conejos",50
"G0800230","1920","Colorado","080","Costilla","0230","Costilla",14
"G0800250","1920","Colorado","080","Crowley","0250","Crowley",42
"G0800270","1920","Colorado","080","Custer","0270","Custer",16
"G0800290","1920","Colorado","080","Delta","0290","Delta",85
"G0800310","1920","Colorado","080","Denver","0310","Denver",725
"G0800330","1920","Colorado","080","Dolores","0330","Dolores",13
"G0800350","1920","Colorado","080","Douglas","0350","Douglas",29
"G0800370","1920","Colorado","080","Eagle","0370","Eagle",52
"G0800390","1920","Colorado","080","Elbert","0390","Elbert",27
