GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AE7001
"G0800390","1925",,"080",,"0390","Elbert",17
"G0800410","1925",,"080",,"0410","El Paso",19
"G0800430","1925",,"080",,"0430","Fremont",19
"G0800450","1925",,"080",,"0450","Garfield",37
"G0800470","1925",,"080",,"0470","Gilpin",9
"G0800490","1925",,"080",,"0490","Grand",19
"G0800510","1925",,"080",,"0510","Gunnison",24
"G0800530","1925",,"080",,"0530","Hinsdale",23
"G0800550","1925",,"080",,"0550","Huerfano",10
"G0800570","1925",,"080",,"0570","Jackson",13
"G0800590","1925",,"080",,"0590","Jefferson",84
"G0800610","1925",,"080",,"0610","Kiowa",12
"G0800630","1925",,"080",,"0630","Kit Carson",18
"G0800650","1925",,"080",,"0650","Lake",12
"G0800670","1925",,"080",,"0670","La Plata",21
"G0800690","1925",,"080",,"0690","Larimer",53
"G0800710","1925",,"080",,"0710","Las Animas",7
"G0800730","1925",,"080",,"0730","Lincoln",17
"G0800750","1925",,"080",,"0750","Logan",28
"G0800770","1925",,"080",,"0770","Mesa",50
"G0800790","1925",,"080",,"0790","Mineral",17
"G0800810","1925",,"080",,"0810","Moffat",10
"G0800830","1925",,"080",,"0830","Montezuma",19
"G0800850","1925",,"080",,"0850","Montrose",45
"G0800870","1925",,"080",,"0870","Morgan",32
"G0800890","1925",,"080",,"0890","Otero",34
"G0800910","1925",,"080",,"0910","Ouray",20
"G0800930","1925",,"080",,"0930","Park",10
"G0800950","1925",,"080",,"0950","Phillips",38
"G0800970","1925",,"080",,"0970","Pitkin",30
"G0800990","1925",,"080",,"0990","Prowers",24
"G0801010","1925",,"080",,"1010","Pueblo",16
"G0801030","1925",,"080",,"1030","Rio Blanco",19
"G0801050","1925",,"080",,"1050","Rio Grande",63
"G0801070","1925",,"080",,"1070","Routt",20
"G0801090","1925",,"080",,"1090","Saguache",18
"G0801130","1925",,"080",,"1130","San Miguel",14
"G0801150","1925",,"080",,"1150","Sedgwick",34
"G0801170","1925",,"080",,"1170","Summit",27
"G0801190","1925",,"080",,"1190","Teller",12
"G0801210","1925",,"080",,"1210","Washington",19
"G0801230","1925",,"080",,"1230","Weld",47
"G0801250","1925",,"080",,"1250","Yuma",19
"G0900010","1925",,"090",,"0010","Fairfield",232
"G0900030","1925",,"090",,"0030","Hartford",194
"G0900050","1925",,"090",,"0050","Litchfield",66
"G0900070","1925",,"090",,"0070","Middlesex",86
"G0900090","1925",,"090",,"0090","New Haven",128
"G0900110","1925",,"090",,"0110","New London",62
"G0900130","1925",,"090",,"0130","Tolland",73
"G0900150","1925",,"090",,"0150","Windham",51
"G1000010","1925",,"100",,"0010","Kent",61
"G1000030","1925",,"100",,"0030","New Castle",101
"G1000050","1925",,"100",,"0050","Sussex",51
"G1200010","1925",,"120",,"0010","Alachua",25
"G1200030","1925",,"120",,"0030","Baker",23
"G1200050","1925",,"120",,"0050","Bay",17
"G1200070","1925",,"120",,"0070","Bradford",37
"G1200090","1925",,"120",,"0090","Brevard",204
"G1200110","1925",,"120",,"0110","Broward",274
"G1200130","1925",,"120",,"0130","Calhoun",28
"G1200150","1925",,"120",,"0150","Charlotte",111
"G1200170","1925",,"120",,"0170","Citrus",37
"G1200190","1925",,"120",,"0190","Clay",10
"G1200210","1925",,"120",,"0210","Collier",95
"G1200230","1925",,"120",,"0230","Columbia",14
"G1200250","1925",,"120",,"0250","Dade",285
"G1200270","1925",,"120",,"0270","De Soto",246
"G1200290","1925",,"120",,"0290","Dixie",15
"G1200310","1925",,"120",,"0310","Duval",162
"G1200330","1925",,"120",,"0330","Escambia",43
"G1200350","1925",,"120",,"0350","Flagler",91
"G1200370","1925",,"120",,"0370","Franklin",12
"G1200390","1925",,"120",,"0390","Gadsden",35
"G1200430","1925",,"120",,"0430","Glades",52
"G1200470","1925",,"120",,"0470","Hamilton",13
"G1200490","1925",,"120",,"0490","Hardee",138
"G1200510","1925",,"120",,"0510","Hendry",35
"G1200530","1925",,"120",,"0530","Hernando",66
"G1200550","1925",,"120",,"0550","Highlands",86
"G1200570","1925",,"120",,"0570","Hillsborough",300
"G1200590","1925",,"120",,"0590","Holmes",23
"G1200630","1925",,"120",,"0630","Jackson",21
"G1200650","1925",,"120",,"0650","Jefferson",30
"G1200670","1925",,"120",,"0670","Lafayette",10
"G1200690","1925",,"120",,"0690","Lake",122
"G1200710","1925",,"120",,"0710","Lee",350
"G1200730","1925",,"120",,"0730","Leon",26
"G1200750","1925",,"120",,"0750","Levy",25
"G1200770","1925",,"120",,"0770","Liberty",15
"G1200790","1925",,"120",,"0790","Madison",19
"G1200810","1925",,"120",,"0810","Manatee",383
"G1200830","1925",,"120",,"0830","Marion",46
"G1200870","1925",,"120",,"0870","Monroe",141
"G1200890","1925",,"120",,"0890","Nassau",12
"G1200910","1925",,"120",,"0910","Okaloosa",26
"G1200930","1925",,"120",,"0930","Okeechobee",15
"G1200950","1925",,"120",,"0950","Orange",412
"G1200970","1925",,"120",,"0970","Osceola",47
"G1200990","1925",,"120",,"0990","Palm Beach",269
"G1201010","1925",,"120",,"1010","Pasco",126
"G1201030","1925",,"120",,"1030","Pinellas",678
"G1201050","1925",,"120",,"1050","Polk",162
"G1201070","1925",,"120",,"1070","Putnam",106
"G1201090","1925",,"120",,"1090","St Johns",138
"G1201110","1925",,"120",,"1110","St Lucie",286
"G1201130","1925",,"120",,"1130","Santa Rosa",26
"G1201150","1925",,"120",,"1150","Sarasota",109
"G1201170","1925",,"120",,"1170","Seminole",368
"G1201190","1925",,"120",,"1190","Sumter",53
"G1201210","1925",,"120",,"1210","Suwannee",15
"G1201230","1925",,"120",,"1230","Taylor",18
"G1201250","1925",,"120",,"1250","Union",22
"G1201270","1925",,"120",,"1270","Volusia",234
"G1201290","1925",,"120",,"1290","Wakulla",11
"G1201310","1925",,"120",,"1310","Walton",26
"G1201330","1925",,"120",,"1330","Washington",24
"G1300010","1925",,"130",,"0010","Appling",16
"G1300030","1925",,"130",,"0030","Atkinson",16
"G1300050","1925",,"130",,"0050","Bacon",19
"G1300070","1925",,"130",,"0070","Baker",16
"G1300090","1925",,"130",,"0090","Baldwin",16
"G1300110","1925",,"130",,"0110","Banks",33
"G1300130","1925",,"130",,"0130","Barrow",43
"G1300150","1925",,"130",,"0150","Bartow",30
"G1300170","1925",,"130",,"0170","Ben Hill",33
"G1300190","1925",,"130",,"0190","Berrien",21
"G1300210","1925",,"130",,"0210","Bibb",46
"G1300230","1925",,"130",,"0230","Bleckley",32
"G1300250","1925",,"130",,"0250","Brantley",11
"G1300270","1925",,"130",,"0270","Brooks",25
"G1300290","1925",,"130",,"0290","Bryan",6
"G1300310","1925",,"130",,"0310","Bulloch",31
"G1300330","1925",,"130",,"0330","Burke",25
"G1300350","1925",,"130",,"0350","Butts",36
"G1300370","1925",,"130",,"0370","Calhoun",33
"G1300390","1925",,"130",,"0390","Camden",9
"G1300395","1925",,"130",,"0395","Campbell",25
"G1300430","1925",,"130",,"0430","Candler",36
"G1300450","1925",,"130",,"0450","Carroll",42
"G1300470","1925",,"130",,"0470","Catoosa",31
"G1300490","1925",,"130",,"0490","Charlton",7
"G1300510","1925",,"130",,"0510","Chatham",57
"G1300530","1925",,"130",,"0530","Chattahoochee",10
"G1300550","1925",,"130",,"0550","Chattooga",24
"G1300570","1925",,"130",,"0570","Cherokee",23
"G1300590","1925",,"130",,"0590","Clarke",68
"G1300610","1925",,"130",,"0610","Clay",21
"G1300630","1925",,"130",,"0630","Clayton",58
"G1300650","1925",,"130",,"0650","Clinch",6
"G1300670","1925",,"130",,"0670","Cobb",41
"G1300690","1925",,"130",,"0690","Coffee",19
"G1300710","1925",,"130",,"0710","Colquitt",44
"G1300730","1925",,"130",,"0730","Columbia",20
"G1300750","1925",,"130",,"0750","Cook",29
"G1300770","1925",,"130",,"0770","Coweta",24
"G1300790","1925",,"130",,"0790","Crawford",19
"G1300810","1925",,"130",,"0810","Crisp",35
"G1300830","1925",,"130",,"0830","Dade",19
"G1300850","1925",,"130",,"0850","Dawson",11
"G1300870","1925",,"130",,"0870","Decatur",23
"G1300890","1925",,"130",,"0890","De Kalb",70
"G1300910","1925",,"130",,"0910","Dodge",23
"G1300930","1925",,"130",,"0930","Dooly",36
"G1300950","1925",,"130",,"0950","Dougherty",52
"G1300970","1925",,"130",,"0970","Douglas",25
"G1300990","1925",,"130",,"0990","Early",27
"G1301010","1925",,"130",,"1010","Echols",9
"G1301030","1925",,"130",,"1030","Effingham",14
"G1301050","1925",,"130",,"1050","Elbert",34
"G1301070","1925",,"130",,"1070","Emanuel",27
"G1301090","1925",,"130",,"1090","Evans",33
"G1301110","1925",,"130",,"1110","Fannin",13
"G1301130","1925",,"130",,"1130","Fayette",42
"G1301150","1925",,"130",,"1150","Floyd",27
"G1301170","1925",,"130",,"1170","Forsyth",22
"G1301190","1925",,"130",,"1190","Franklin",42
"G1301210","1925",,"130",,"1210","Fulton",134
"G1301230","1925",,"130",,"1230","Gilmer",11
"G1301250","1925",,"130",,"1250","Glascock",14
"G1301270","1925",,"130",,"1270","Glynn",18
"G1301290","1925",,"130",,"1290","Gordon",23
"G1301310","1925",,"130",,"1310","Grady",28
"G1301330","1925",,"130",,"1330","Greene",19
"G1301350","1925",,"130",,"1350","Gwinnett",26
"G1301370","1925",,"130",,"1370","Habersham",49
"G1301390","1925",,"130",,"1390","Hall",27
"G1301410","1925",,"130",,"1410","Hancock",16
"G1301430","1925",,"130",,"1430","Haralson",26
"G1301450","1925",,"130",,"1450","Harris",13
"G1301470","1925",,"130",,"1470","Hart",49
"G1301490","1925",,"130",,"1490","Heard",17
"G1301510","1925",,"130",,"1510","Henry",36
"G1301530","1925",,"130",,"1530","Houston",32
"G1301550","1925",,"130",,"1550","Irwin",31
"G1301570","1925",,"130",,"1570","Jackson",39
"G1301590","1925",,"130",,"1590","Jasper",20
"G1301610","1925",,"130",,"1610","Jeff Davis",24
"G1301630","1925",,"130",,"1630","Jefferson",25
"G1301650","1925",,"130",,"1650","Jenkins",24
"G1301670","1925",,"130",,"1670","Johnson",19
"G1301690","1925",,"130",,"1690","Jones",16
"G1301710","1925",,"130",,"1710","Lamar",33
"G1301730","1925",,"130",,"1730","Lanier",17
"G1301750","1925",,"130",,"1750","Laurens",28
"G1301770","1925",,"130",,"1770","Lee",32
"G1301790","1925",,"130",,"1790","Liberty",13
"G1301810","1925",,"130",,"1810","Lincoln",21
"G1301830","1925",,"130",,"1830","Long",8
"G1301850","1925",,"130",,"1850","Lowndes",25
"G1301870","1925",,"130",,"1870","Lumpkin",9
"G1301890","1925",,"130",,"1890","Mcduffie",14
"G1301910","1925",,"130",,"1910","Mcintosh",8
"G1301930","1925",,"130",,"1930","Macon",26
"G1301950","1925",,"130",,"1950","Madison",32
"G1301970","1925",,"130",,"1970","Marion",13
"G1301990","1925",,"130",,"1990","Meriwether",25
"G1302010","1925",,"130",,"2010","Miller",25
"G1302015","1925",,"130",,"2015","Milton",33
"G1302050","1925",,"130",,"2050","Mitchell",35
"G1302070","1925",,"130",,"2070","Monroe",18
"G1302090","1925",,"130",,"2090","Montgomery",35
"G1302110","1925",,"130",,"2110","Morgan",26
"G1302130","1925",,"130",,"2130","Murray",26
"G1302150","1925",,"130",,"2150","Muscogee",32
"G1302170","1925",,"130",,"2170","Newton",23
"G1302190","1925",,"130",,"2190","Oconee",38
"G1302210","1925",,"130",,"2210","Oglethorpe",25
"G1302230","1925",,"130",,"2230","Paulding",18
"G1302250","1925",,"130",,"2250","Peach",65
"G1302270","1925",,"130",,"2270","Pickens",15
"G1302290","1925",,"130",,"2290","Pierce",20
"G1302310","1925",,"130",,"2310","Pike",32
"G1302330","1925",,"130",,"2330","Polk",31
"G1302350","1925",,"130",,"2350","Pulaski",24
"G1302370","1925",,"130",,"2370","Putnam",15
"G1302390","1925",,"130",,"2390","Quitman",13
"G1302410","1925",,"130",,"2410","Rabun",27
"G1302430","1925",,"130",,"2430","Randolph",35
"G1302450","1925",,"130",,"2450","Richmond",57
"G1302470","1925",,"130",,"2470","Rockdale",20
"G1302490","1925",,"130",,"2490","Schley",14
"G1302510","1925",,"130",,"2510","Screven",22
"G1302530","1925",,"130",,"2530","Seminole",24
"G1302550","1925",,"130",,"2550","Spalding",45
"G1302570","1925",,"130",,"2570","Stephens",45
"G1302590","1925",,"130",,"2590","Stewart",15
"G1302610","1925",,"130",,"2610","Sumter",43
"G1302630","1925",,"130",,"2630","Talbot",11
"G1302650","1925",,"130",,"2650","Taliaferro",18
"G1302670","1925",,"130",,"2670","Tattnall",27
"G1302690","1925",,"130",,"2690","Taylor",13
"G1302710","1925",,"130",,"2710","Telfair",26
"G1302730","1925",,"130",,"2730","Terrell",41
"G1302750","1925",,"130",,"2750","Thomas",30
"G1302770","1925",,"130",,"2770","Tift",37
"G1302790","1925",,"130",,"2790","Toombs",32
"G1302810","1925",,"130",,"2810","Towns",19
"G1302830","1925",,"130",,"2830","Treutlen",31
"G1302850","1925",,"130",,"2850","Troup",27
"G1302870","1925",,"130",,"2870","Turner",34
"G1302890","1925",,"130",,"2890","Twiggs",15
"G1302910","1925",,"130",,"2910","Union",12
"G1302930","1925",,"130",,"2930","Upson",25
"G1302950","1925",,"130",,"2950","Walker",33
"G1302970","1925",,"130",,"2970","Walton",30
"G1302990","1925",,"130",,"2990","Ware",22
"G1303010","1925",,"130",,"3010","Warren",20
"G1303030","1925",,"130",,"3030","Washington",20
"G1303050","1925",,"130",,"3050","Wayne",16
"G1303070","1925",,"130",,"3070","Webster",16
"G1303090","1925",,"130",,"3090","Wheeler",34
"G1303110","1925",,"130",,"3110","White",18
"G1303130","1925",,"130",,"3130","Whitfield",27
"G1303150","1925",,"130",,"3150","Wilcox",29
"G1303170","1925",,"130",,"3170","Wilkes",24
"G1303190","1925",,"130",,"3190","Wilkinson",13
"G1303210","1925",,"130",,"3210","Worth",32
"G1600010","1925",,"160",,"0010","Ada",121
"G1600030","1925",,"160",,"0030","Adams",27
"G1600050","1925",,"160",,"0050","Bannock",34
"G1600070","1925",,"160",,"0070","Bear Lake",30
"G1600090","1925",,"160",,"0090","Benewah",43
"G1600110","1925",,"160",,"0110","Bingham",70
"G1600130","1925",,"160",,"0130","Blaine",34
"G1600150","1925",,"160",,"0150","Boise",18
"G1600170","1925",,"160",,"0170","Bonner",33
"G1600190","1925",,"160",,"0190","Bonneville",51
"G1600210","1925",,"160",,"0210","Boundary",30
"G1600230","1925",,"160",,"0230","Butte",44
"G1600250","1925",,"160",,"0250","Camas",26
"G1600270","1925",,"160",,"0270","Canyon",114
"G1600290","1925",,"160",,"0290","Caribou",16
"G1600310","1925",,"160",,"0310","Cassia",43
"G1600330","1925",,"160",,"0330","Clark",15
"G1600350","1925",,"160",,"0350","Clearwater",32
"G1600370","1925",,"160",,"0370","Custer",30
"G1600390","1925",,"160",,"0390","Elmore",16
"G1600410","1925",,"160",,"0410","Franklin",50
"G1600430","1925",,"160",,"0430","Fremont",33
"G1600450","1925",,"160",,"0450","Gem",53
"G1600470","1925",,"160",,"0470","Gooding",86
"G1600490","1925",,"160",,"0490","Idaho",31
"G1600510","1925",,"160",,"0510","Jefferson",64
"G1600530","1925",,"160",,"0530","Jerome",105
"G1600550","1925",,"160",,"0550","Kootenai",44
"G1600570","1925",,"160",,"0570","Latah",69
"G1600590","1925",,"160",,"0590","Lemhi",33
"G1600610","1925",,"160",,"0610","Lewis",50
"G1600630","1925",,"160",,"0630","Lincoln",60
"G1600650","1925",,"160",,"0650","Madison",54
"G1600670","1925",,"160",,"0670","Minidoka",89
"G1600690","1925",,"160",,"0690","Nez Perce",48
"G1600710","1925",,"160",,"0710","Oneida",23
"G1600730","1925",,"160",,"0730","Owyhee",31
"G1600750","1925",,"160",,"0750","Payette",116
"G1600770","1925",,"160",,"0770","Power",20
"G1600790","1925",,"160",,"0790","Shoshone",42
"G1600810","1925",,"160",,"0810","Teton",30
"G1600830","1925",,"160",,"0830","Twin Falls",126
"G1600850","1925",,"160",,"0850","Valley",19
"G1600870","1925",,"160",,"0870","Washington",29
